Date,OrderID,SalesRepID,ProductID,CustomerID,Units,UnitPrice,TotalRevenue
13/09/2019,OR1147,EM003,PR006,C004,2,43.9,87.8
13/09/2019,OR1148,EM015,PR009,C005,1,21,21
13/09/2019,OR1149,EM004,PR011,C006,2,55,110
14/09/2019,OR1150,EM012,PR009,C007,1,20,20
14/09/2019,OR1151,EM006,PR002,C008,2,68,136
14/09/2019,OR1152,EM008,PR007,C004,6,137.7,826.2
14/09/2019,OR1153,EM002,PR005,C005,1,79.95,79.95
15/09/2019,OR1154,EM002,PR006,C001,11,239.8,2637.8
15/09/2019,OR1155,EM004,PR007,C001,1,22.95,22.95
16/09/2019,OR1156,EM013,PR009,C002,3,63,189
16/09/2019,OR1157,EM009,PR004,C003,2,56,112
16/09/2019,OR1158,EM001,PR007,C004,2,45.9,91.8
17/09/2019,OR1159,EM011,PR007,C005,2,43.9,87.8
17/09/2019,OR1160,EM008,PR008,C006,3,69,207
17/09/2019,OR1161,EM002,PR005,C007,1,79.95,79.95
17/09/2019,OR1162,EM009,PR007,C008,2,43.9,87.8
17/09/2019,OR1163,EM010,PR007,C004,21,457.8,9613.8
17/09/2019,OR1164,EM012,PR011,C005,1,27.5,27.5
18/09/2019,OR1165,EM012,PR003,C001,20,456,9120
18/09/2019,OR1166,EM011,PR001,C002,2,39.9,79.8
18/09/2019,OR1167,EM007,PR001,C003,2,39.9,79.8
19/09/2019,OR1168,EM007,PR008,C004,1,24,24
19/09/2019,OR1169,EM002,PR006,C005,3,68.85,206.55
19/09/2019,OR1170,EM007,PR002,C006,24,752.4,18057.6
19/09/2019,OR1171,EM011,PR010,C007,1,22.5,22.5
19/09/2019,OR1172,EM007,PR006,C001,2,45.9,91.8
19/09/2019,OR1173,EM006,PR008,C002,2,50,100
19/09/2019,OR1174,EM011,PR001,C003,12,227.4,2728.8
20/09/2019,OR1175,EM002,PR003,C004,1,23,23
20/09/2019,OR1176,EM007,PR004,C005,2,58,116
21/09/2019,OR1177,EM001,PR010,C006,2,45,90
21/09/2019,OR1178,EM009,PR001,C007,3,59.85,179.55
21/09/2019,OR1179,EM014,PR006,C008,2,45.9,91.8
21/09/2019,OR1180,EM015,PR003,C004,2,50,100
21/09/2019,OR1181,EM010,PR004,C005,3,90,270
21/09/2019,OR1182,EM006,PR002,C001,1,34,34
22/09/2019,OR1183,EM001,PR012,C001,1,18,18
23/09/2019,OR1184,EM010,PR005,C002,1,79.95,79.95
23/09/2019,OR1185,EM010,PR001,C003,1,19.95,19.95
23/09/2019,OR1186,EM012,PR008,C004,1,25,25
24/09/2019,OR1187,EM001,PR006,C005,1,22.95,22.95
25/09/2019,OR1188,EM011,PR003,C006,3,69,207
25/09/2019,OR1189,EM013,PR001,C007,3,59.85,179.55
25/09/2019,OR1190,EM010,PR009,C008,18,324.9,5848.2
25/09/2019,OR1191,EM013,PR002,C004,2,66,132
25/09/2019,OR1192,EM013,PR003,C005,2,48,96
25/09/2019,OR1193,EM007,PR012,C001,2,36,72
26/09/2019,OR1194,EM002,PR007,C002,1,21.95,21.95
26/09/2019,OR1195,EM006,PR012,C003,1,19,19
26/09/2019,OR1196,EM003,PR006,C004,1,22.95,22.95
26/09/2019,OR1197,EM014,PR002,C005,3,99,297
27/09/2019,OR1198,EM001,PR002,C006,1,32,32
27/09/2019,OR1199,EM007,PR007,C007,1,22.95,22.95
27/09/2019,OR1200,EM007,PR002,C001,2,68,136
28/09/2019,OR1201,EM009,PR011,C002,1,27.5,27.5
28/09/2019,OR1202,EM011,PR001,C003,3,56.85,170.55
28/09/2019,OR1203,EM001,PR007,C004,3,68.85,206.55
28/09/2019,OR1204,EM001,PR002,C005,4,136,544
28/09/2019,OR1205,EM001,PR002,C006,1,34,34
28/09/2019,OR1206,EM010,PR007,C007,3,65.85,197.55
28/09/2019,OR1207,EM014,PR002,C008,3,99,297
28/09/2019,OR1208,EM011,PR006,C004,2,45.9,91.8
29/09/2019,OR1209,EM007,PR004,C005,2,60,120
29/09/2019,OR1210,EM010,PR003,C001,13,296.4,3853.2
30/09/2019,OR1211,EM002,PR002,C001,3,99,297
30/09/2019,OR1212,EM001,PR002,C002,2,66,132
30/09/2019,OR1213,EM004,PR006,C003,2,45.9,91.8
30/09/2019,OR1214,EM007,PR008,C004,2,50,100
30/09/2019,OR1215,EM007,PR010,C005,3,70.5,211.5
30/09/2019,OR1216,EM002,PR003,C006,3,72,216
01/10/2019,OR1217,EM009,PR002,C007,5,160,800
02/10/2019,OR1218,EM001,PR010,C008,1,23.5,23.5
02/10/2019,OR1219,EM010,PR006,C004,2,45.9,91.8
02/10/2019,OR1220,EM001,PR007,C005,2,45.9,91.8
02/10/2019,OR1221,EM006,PR007,C001,22,479.6,10551.2
02/10/2019,OR1222,EM012,PR004,C002,2,58,116
02/10/2019,OR1223,EM006,PR009,C003,1,21,21
03/10/2019,OR1224,EM009,PR008,C004,2,48,96
04/10/2019,OR1225,EM003,PR002,C005,3,102,306
05/10/2019,OR1226,EM013,PR010,C006,2,47,94
05/10/2019,OR1227,EM014,PR005,C007,3,233.85,701.55
05/10/2019,OR1228,EM001,PR007,C001,15,327,4905
05/10/2019,OR1229,EM013,PR002,C002,1,33,33
05/10/2019,OR1230,EM011,PR001,C003,2,39.9,79.8
06/10/2019,OR1231,EM001,PR001,C004,3,59.85,179.55
06/10/2019,OR1232,EM012,PR001,C005,1,19.95,19.95
06/10/2019,OR1233,EM003,PR003,C006,3,75,225
06/10/2019,OR1234,EM009,PR007,C007,2,45.9,91.8
06/10/2019,OR1235,EM011,PR007,C008,2,45.9,91.8
07/10/2019,OR1236,EM003,PR002,C004,3,96,288
07/10/2019,OR1237,EM001,PR008,C005,2,50,100
07/10/2019,OR1238,EM015,PR003,C001,1,24,24
08/10/2019,OR1239,EM007,PR007,C001,1,22.95,22.95
08/10/2019,OR1240,EM012,PR007,C002,10,229.5,2295
08/10/2019,OR1241,EM009,PR011,C003,3,79.5,238.5
08/10/2019,OR1242,EM009,PR007,C004,3,68.85,206.55
08/10/2019,OR1243,EM015,PR007,C005,1,22.95,22.95
08/10/2019,OR1244,EM011,PR011,C006,2,53,106
08/10/2019,OR1245,EM006,PR004,C007,1,30,30
09/10/2019,OR1246,EM014,PR004,C008,25,665,16625
09/10/2019,OR1247,EM007,PR006,C004,3,68.85,206.55
10/10/2019,OR1248,EM006,PR007,C005,2,45.9,91.8
10/10/2019,OR1249,EM001,PR001,C001,1,18.95,18.95
10/10/2019,OR1250,EM008,PR010,C002,3,70.5,211.5
10/10/2019,OR1251,EM011,PR008,C003,3,72,216
11/10/2019,OR1252,EM006,PR006,C004,1,22.95,22.95
11/10/2019,OR1253,EM014,PR004,C005,3,84,252
11/10/2019,OR1254,EM012,PR001,C006,2,39.9,79.8
11/10/2019,OR1255,EM011,PR008,C007,2,46,92
12/10/2019,OR1256,EM013,PR002,C001,3,102,306
12/10/2019,OR1257,EM004,PR002,C002,3,102,306
12/10/2019,OR1258,EM014,PR011,C003,1,26.5,26.5
12/10/2019,OR1259,EM011,PR002,C004,12,364.8,4377.6
13/10/2019,OR1260,EM011,PR001,C005,1,19.95,19.95
13/10/2019,OR1261,EM011,PR002,C006,2,66,132
13/10/2019,OR1262,EM011,PR002,C007,2,64,128
13/10/2019,OR1263,EM011,PR009,C008,3,63,189
13/10/2019,OR1264,EM010,PR006,C004,1,22.95,22.95
13/10/2019,OR1265,EM011,PR004,C005,1,28,28
14/10/2019,OR1266,EM007,PR009,C001,1,20,20
14/10/2019,OR1267,EM013,PR004,C001,2,58,116
14/10/2019,OR1268,EM008,PR006,C002,1,21.95,21.95
15/10/2019,OR1269,EM001,PR007,C003,1,22.95,22.95
15/10/2019,OR1270,EM013,PR007,C004,1,22.95,22.95
15/10/2019,OR1271,EM012,PR007,C005,3,68.85,206.55
15/10/2019,OR1272,EM007,PR001,C006,3,59.85,179.55
16/10/2019,OR1273,EM010,PR006,C007,2,45.9,91.8
16/10/2019,OR1274,EM010,PR009,C008,3,60,180
16/10/2019,OR1275,EM012,PR005,C004,1,79.95,79.95
16/10/2019,OR1276,EM015,PR010,C005,1,23.5,23.5
17/10/2019,OR1277,EM011,PR004,C001,7,203,1421
17/10/2019,OR1278,EM004,PR010,C002,15,334.95,5024.25
17/10/2019,OR1279,EM009,PR008,C003,4,96,384
17/10/2019,OR1280,EM011,PR009,C004,3,57,171
17/10/2019,OR1281,EM012,PR005,C005,2,155.9,311.8
17/10/2019,OR1282,EM003,PR007,C006,2,43.9,87.8
18/10/2019,OR1283,EM002,PR004,C007,3,90,270
18/10/2019,OR1284,EM006,PR007,C001,1,22.95,22.95
19/10/2019,OR1285,EM001,PR006,C002,1,21.95,21.95
19/10/2019,OR1286,EM001,PR005,C003,3,227.85,683.55
19/10/2019,OR1287,EM004,PR009,C004,2,38,76
19/10/2019,OR1288,EM012,PR010,C005,3,70.5,211.5
20/10/2019,OR1289,EM012,PR007,C006,2,45.9,91.8
20/10/2019,OR1290,EM001,PR009,C007,3,57,171
20/10/2019,OR1291,EM002,PR002,C008,23,742.9,17086.7
21/10/2019,OR1292,EM001,PR007,C004,2,45.9,91.8
21/10/2019,OR1293,EM004,PR010,C005,1,23.5,23.5
22/10/2019,OR1294,EM001,PR009,C001,2,40,80
22/10/2019,OR1295,EM010,PR009,C001,3,60,180
22/10/2019,OR1296,EM013,PR007,C002,1,22.95,22.95
22/10/2019,OR1297,EM007,PR001,C003,2,39.9,79.8
22/10/2019,OR1298,EM010,PR010,C004,2,47,94
22/10/2019,OR1299,EM014,PR002,C005,8,264,2112
23/10/2019,OR1300,EM001,PR009,C006,4,76,304
23/10/2019,OR1301,EM015,PR001,C007,2,39.9,79.8
23/10/2019,OR1302,EM001,PR002,C008,2,66,132
24/10/2019,OR1303,EM010,PR008,C004,3,69,207
24/10/2019,OR1304,EM009,PR008,C005,3,72,216
24/10/2019,OR1305,EM001,PR010,C001,3,70.5,211.5
25/10/2019,OR1306,EM015,PR010,C002,21,468.93,9847.53
25/10/2019,OR1307,EM011,PR009,C003,9,180,1620
25/10/2019,OR1308,EM007,PR001,C004,1,19.95,19.95
25/10/2019,OR1309,EM005,PR001,C005,2,39.9,79.8
25/10/2019,OR1310,EM001,PR001,C006,3,59.85,179.55
25/10/2019,OR1311,EM013,PR006,C007,1,22.95,22.95
25/10/2019,OR1312,EM012,PR006,C001,3,68.85,206.55
26/10/2019,OR1313,EM001,PR005,C002,2,151.9,303.8
26/10/2019,OR1314,EM015,PR007,C003,1,22.95,22.95
26/10/2019,OR1315,EM003,PR001,C004,3,59.85,179.55
26/10/2019,OR1316,EM012,PR003,C005,2,48,96
27/10/2019,OR1317,EM001,PR007,C006,2,43.9,87.8
27/10/2019,OR1318,EM010,PR006,C007,1,22.95,22.95
27/10/2019,OR1319,EM013,PR010,C008,3,67.5,202.5
27/10/2019,OR1320,EM011,PR001,C004,2,39.9,79.8
27/10/2019,OR1321,EM011,PR011,C005,3,79.5,238.5
27/10/2019,OR1322,EM012,PR009,C001,3,60,180
27/10/2019,OR1323,EM001,PR001,C001,23,435.85,10024.55
27/10/2019,OR1324,EM014,PR008,C002,1,24,24
27/10/2019,OR1325,EM007,PR009,C003,21,399,8379
28/10/2019,OR1326,EM011,PR001,C004,20,360,7200
28/10/2019,OR1327,EM013,PR012,C005,1,18,18
28/10/2019,OR1328,EM013,PR007,C006,1,22.95,22.95
28/10/2019,OR1329,EM008,PR002,C007,1,32,32
28/10/2019,OR1330,EM007,PR002,C008,2,68,136
28/10/2019,OR1331,EM012,PR002,C004,14,438.9,6144.6
28/10/2019,OR1332,EM001,PR002,C005,2,64,128
29/10/2019,OR1333,EM007,PR003,C001,22,522.5,11495
29/10/2019,OR1334,EM011,PR006,C002,2,43.9,87.8
29/10/2019,OR1335,EM007,PR001,C003,2,39.9,79.8
29/10/2019,OR1336,EM003,PR012,C004,3,54,162
30/10/2019,OR1337,EM015,PR004,C005,2,60,120
31/10/2019,OR1338,EM006,PR009,C006,24,478.8,11491.2
31/10/2019,OR1339,EM011,PR009,C007,1,19,19
31/10/2019,OR1340,EM014,PR004,C001,3,87,261
31/10/2019,OR1341,EM004,PR010,C002,3,70.5,211.5
31/10/2019,OR1342,EM001,PR010,C003,2,47,94
31/10/2019,OR1343,EM013,PR004,C004,3,90,270
01/11/2019,OR1344,EM015,PR006,C005,2,45.9,91.8
01/11/2019,OR1345,EM008,PR001,C006,3,56.85,170.55
01/11/2019,OR1346,EM011,PR001,C007,2,37.9,75.8
01/11/2019,OR1347,EM013,PR007,C008,1,22.95,22.95
01/11/2019,OR1348,EM001,PR002,C004,2,66,132
01/11/2019,OR1349,EM009,PR001,C005,2,39.9,79.8
01/11/2019,OR1350,EM001,PR004,C001,1,29,29
01/11/2019,OR1351,EM003,PR007,C001,2,45.9,91.8
01/11/2019,OR1352,EM011,PR001,C002,1,19.95,19.95
01/11/2019,OR1353,EM003,PR007,C003,2,45.9,91.8
01/11/2019,OR1354,EM001,PR008,C004,2,50,100
01/11/2019,OR1355,EM011,PR008,C005,1,23,23
01/11/2019,OR1356,EM002,PR006,C006,3,68.85,206.55
01/11/2019,OR1357,EM001,PR009,C007,1,20,20
01/11/2019,OR1358,EM007,PR007,C008,14,305.2,4272.8
01/11/2019,OR1359,EM001,PR012,C004,2,36,72
01/11/2019,OR1360,EM006,PR001,C005,2,39.9,79.8
01/11/2019,OR1361,EM002,PR005,C001,2,159.9,319.8
01/11/2019,OR1362,EM002,PR001,C002,2,39.9,79.8
01/11/2019,OR1363,EM009,PR010,C003,1,23.5,23.5
01/11/2019,OR1364,EM006,PR002,C004,4,136,544
01/11/2019,OR1365,EM009,PR002,C005,1,33,33
01/11/2019,OR1366,EM011,PR002,C006,1,32,32
01/11/2019,OR1367,EM002,PR007,C007,2,45.9,91.8
01/11/2019,OR1368,EM006,PR003,C001,3,75,225
01/11/2019,OR1369,EM007,PR001,C002,2,39.9,79.8
01/11/2019,OR1370,EM002,PR006,C003,1,22.95,22.95
01/11/2019,OR1371,EM001,PR001,C004,3,59.85,179.55
01/11/2019,OR1372,EM011,PR001,C005,22,416.9,9171.8
01/11/2019,OR1373,EM001,PR002,C006,3,99,297
01/11/2019,OR1374,EM012,PR002,C007,2,66,132
01/11/2019,OR1375,EM011,PR007,C008,1,22.95,22.95
01/11/2019,OR1376,EM014,PR002,C004,1,32,32
01/11/2019,OR1377,EM008,PR006,C005,2,45.9,91.8
01/11/2019,OR1378,EM007,PR006,C001,20,436,8720
01/11/2019,OR1379,EM009,PR006,C001,1,22.95,22.95
01/11/2019,OR1380,EM011,PR006,C002,24,500.4,12009.6
01/11/2019,OR1381,EM010,PR001,C003,3,59.85,179.55
01/11/2019,OR1382,EM011,PR009,C004,2,40,80
01/11/2019,OR1383,EM011,PR002,C005,2,66,132
01/11/2019,OR1384,EM003,PR001,C006,1,18.95,18.95
01/11/2019,OR1385,EM002,PR008,C007,1,25,25
01/11/2019,OR1386,EM001,PR007,C008,1,22.95,22.95
01/11/2019,OR1387,EM006,PR008,C004,3,75,225
01/11/2019,OR1388,EM014,PR012,C005,1,18,18
01/11/2019,OR1389,EM002,PR009,C001,2,42,84
01/11/2019,OR1390,EM007,PR003,C002,2,48,96
01/11/2019,OR1391,EM001,PR007,C003,2,45.9,91.8
01/11/2019,OR1392,EM013,PR007,C004,3,68.85,206.55
01/11/2019,OR1393,EM013,PR002,C005,3,102,306
01/11/2019,OR1394,EM012,PR001,C006,2,39.9,79.8
01/11/2019,OR1395,EM012,PR010,C007,4,94,376
01/11/2019,OR1396,EM007,PR002,C001,2,68,136
01/11/2019,OR1397,EM015,PR005,C002,4,319.8,1279.2
01/11/2019,OR1398,EM011,PR004,C003,3,87,261
01/11/2019,OR1399,EM012,PR008,C004,2,48,96
01/11/2019,OR1400,EM007,PR001,C005,2,39.9,79.8
01/11/2019,OR1401,EM011,PR010,C006,3,67.5,202.5
01/11/2019,OR1402,EM002,PR009,C007,2,38,76
01/11/2019,OR1403,EM014,PR001,C008,2,39.9,79.8
01/11/2019,OR1404,EM001,PR007,C004,1,22.95,22.95
01/11/2019,OR1405,EM006,PR002,C005,16,516.8,8268.8
01/11/2019,OR1406,EM003,PR008,C001,3,75,225
01/11/2019,OR1407,EM012,PR006,C001,2,45.9,91.8
01/11/2019,OR1408,EM003,PR010,C002,2,45,90
01/11/2019,OR1409,EM010,PR004,C003,3,87,261
01/11/2019,OR1410,EM011,PR008,C004,1,23,23
01/11/2019,OR1411,EM005,PR009,C005,2,40,80
01/11/2019,OR1412,EM006,PR005,C006,3,239.85,719.55
01/11/2019,OR1413,EM014,PR008,C007,2,48,96
01/11/2019,OR1414,EM004,PR006,C008,1,22.95,22.95
01/11/2019,OR1415,EM003,PR011,C004,1,27.5,27.5
01/11/2019,OR1416,EM003,PR011,C005,2,55,110
02/11/2019,OR1417,EM001,PR006,C001,1,22.95,22.95
02/11/2019,OR1418,EM002,PR006,C002,3,68.85,206.55
02/11/2019,OR1419,EM001,PR008,C003,2,46,92
02/11/2019,OR1420,EM001,PR004,C004,8,240,1920
02/11/2019,OR1421,EM002,PR008,C005,3,75,225
02/11/2019,OR1422,EM013,PR007,C006,2,45.9,91.8
02/11/2019,OR1423,EM010,PR009,C007,4,80,320
02/11/2019,OR1424,EM001,PR007,C001,3,68.85,206.55
02/11/2019,OR1425,EM011,PR012,C002,1,18,18
02/11/2019,OR1426,EM001,PR009,C003,2,40,80
02/11/2019,OR1427,EM014,PR006,C004,2,45.9,91.8
02/11/2019,OR1428,EM010,PR001,C005,21,397.95,8356.95
02/11/2019,OR1429,EM002,PR002,C006,3,99,297
02/11/2019,OR1430,EM013,PR002,C007,4,136,544
02/11/2019,OR1431,EM009,PR007,C008,2,45.9,91.8
02/11/2019,OR1432,EM002,PR012,C004,3,54,162
02/11/2019,OR1433,EM003,PR007,C005,3,68.85,206.55
02/11/2019,OR1434,EM002,PR002,C001,3,99,297
02/11/2019,OR1435,EM004,PR005,C001,1,79.95,79.95
02/11/2019,OR1436,EM011,PR008,C002,2,46,92
02/11/2019,OR1437,EM008,PR003,C003,3,72,216
02/11/2019,OR1438,EM002,PR001,C004,2,39.9,79.8
02/11/2019,OR1439,EM011,PR001,C005,9,170.55,1534.95
02/11/2019,OR1440,EM001,PR009,C006,3,63,189
02/11/2019,OR1441,EM004,PR008,C007,3,75,225
02/11/2019,OR1442,EM007,PR006,C008,2,45.9,91.8
02/11/2019,OR1443,EM003,PR006,C004,3,65.85,197.55
02/11/2019,OR1444,EM001,PR001,C005,2,39.9,79.8
02/11/2019,OR1445,EM014,PR009,C001,1,20,20
02/11/2019,OR1446,EM009,PR006,C002,2,45.9,91.8
02/11/2019,OR1447,EM003,PR008,C003,3,75,225
02/11/2019,OR1448,EM003,PR007,C004,3,65.85,197.55
02/11/2019,OR1449,EM013,PR008,C005,3,75,225
02/11/2019,OR1450,EM001,PR002,C006,3,102,306
02/11/2019,OR1451,EM012,PR004,C007,3,90,270
02/11/2019,OR1452,EM015,PR007,C001,3,68.85,206.55
02/11/2019,OR1453,EM009,PR004,C002,1,28,28
02/11/2019,OR1454,EM010,PR008,C003,2,48,96
02/11/2019,OR1455,EM004,PR003,C004,2,50,100
02/11/2019,OR1456,EM001,PR007,C005,2,43.9,87.8
02/11/2019,OR1457,EM003,PR007,C006,2,45.9,91.8
02/11/2019,OR1458,EM003,PR002,C007,2,68,136
02/11/2019,OR1459,EM007,PR006,C008,3,68.85,206.55
02/11/2019,OR1460,EM013,PR006,C004,2,45.9,91.8
02/11/2019,OR1461,EM012,PR001,C005,3,59.85,179.55
02/11/2019,OR1462,EM003,PR006,C001,3,68.85,206.55
02/11/2019,OR1463,EM013,PR007,C001,2,43.9,87.8
02/11/2019,OR1464,EM011,PR001,C002,3,59.85,179.55
02/11/2019,OR1465,EM006,PR005,C003,3,239.85,719.55
02/11/2019,OR1466,EM007,PR007,C004,1,22.95,22.95
02/11/2019,OR1467,EM003,PR007,C005,2,43.9,87.8
02/11/2019,OR1468,EM004,PR010,C006,19,406.22,7718.18
02/11/2019,OR1469,EM008,PR004,C007,2,56,112
02/11/2019,OR1470,EM010,PR007,C008,1,22.95,22.95
02/11/2019,OR1471,EM011,PR002,C004,3,96,288
02/11/2019,OR1472,EM005,PR001,C005,2,39.9,79.8
02/11/2019,OR1473,EM002,PR008,C001,1,24,24
03/11/2019,OR1474,EM002,PR004,C002,3,84,252
03/11/2019,OR1475,EM004,PR008,C003,2,50,100
03/11/2019,OR1476,EM001,PR010,C004,17,363.46,6178.82
03/11/2019,OR1477,EM007,PR002,C005,2,68,136
03/11/2019,OR1478,EM001,PR007,C006,3,65.85,197.55
03/11/2019,OR1479,EM007,PR004,C007,2,58,116
03/11/2019,OR1480,EM013,PR001,C001,3,56.85,170.55
03/11/2019,OR1481,EM013,PR006,C002,23,501.4,11532.2
03/11/2019,OR1482,EM008,PR006,C003,3,68.85,206.55
03/11/2019,OR1483,EM001,PR009,C004,2,42,84
03/11/2019,OR1484,EM015,PR007,C005,3,68.85,206.55
03/11/2019,OR1485,EM001,PR006,C006,2,45.9,91.8
03/11/2019,OR1486,EM008,PR011,C007,1,27.5,27.5
03/11/2019,OR1487,EM003,PR004,C008,2,56,112
03/11/2019,OR1488,EM012,PR010,C004,3,70.5,211.5
03/11/2019,OR1489,EM011,PR008,C005,3,69,207
03/11/2019,OR1490,EM002,PR003,C001,1,24,24
03/11/2019,OR1491,EM002,PR007,C001,2,45.9,91.8
03/11/2019,OR1492,EM013,PR010,C002,5,117.5,587.5
03/11/2019,OR1493,EM014,PR002,C003,1,32,32
03/11/2019,OR1494,EM014,PR007,C004,2,45.9,91.8
03/11/2019,OR1495,EM007,PR009,C005,3,60,180
03/11/2019,OR1496,EM011,PR010,C006,1,23.5,23.5
03/11/2019,OR1497,EM011,PR009,C007,3,60,180
03/11/2019,OR1498,EM015,PR009,C008,2,42,84
03/11/2019,OR1499,EM001,PR001,C004,3,59.85,179.55
03/11/2019,OR1500,EM011,PR001,C005,2,39.9,79.8
03/11/2019,OR1501,EM001,PR003,C001,2,50,100
03/11/2019,OR1502,EM010,PR010,C002,2,47,94
03/11/2019,OR1503,EM007,PR003,C003,2,48,96
03/11/2019,OR1504,EM011,PR002,C004,2,66,132
03/11/2019,OR1505,EM006,PR001,C005,1,19.95,19.95
03/11/2019,OR1506,EM001,PR009,C006,1,20,20
03/11/2019,OR1507,EM002,PR011,C007,1,27.5,27.5
03/11/2019,OR1508,EM002,PR006,C001,2,45.9,91.8
03/11/2019,OR1509,EM005,PR010,C002,2,47,94
03/11/2019,OR1510,EM006,PR010,C003,3,70.5,211.5
03/11/2019,OR1511,EM010,PR009,C004,2,40,80
03/11/2019,OR1512,EM002,PR006,C005,2,45.9,91.8
03/11/2019,OR1513,EM011,PR012,C006,2,36,72
03/11/2019,OR1514,EM012,PR002,C007,2,66,132
03/11/2019,OR1515,EM011,PR008,C008,4,92,368
03/11/2019,OR1516,EM001,PR006,C004,1,22.95,22.95
03/11/2019,OR1517,EM009,PR002,C005,3,99,297
03/11/2019,OR1518,EM012,PR004,C001,1,30,30
03/11/2019,OR1519,EM002,PR010,C001,2,47,94
03/11/2019,OR1520,EM010,PR008,C002,2,48,96
04/11/2019,OR1521,EM001,PR001,C003,2,37.9,75.8
04/11/2019,OR1522,EM011,PR006,C004,2,45.9,91.8
04/11/2019,OR1523,EM008,PR002,C005,24,729.6,17510.4
04/11/2019,OR1524,EM002,PR008,C006,2,48,96
04/11/2019,OR1525,EM009,PR007,C007,2,45.9,91.8
04/11/2019,OR1526,EM013,PR009,C008,3,63,189
04/11/2019,OR1527,EM012,PR007,C004,2,45.9,91.8
04/11/2019,OR1528,EM012,PR010,C005,19,424.27,8061.13
04/11/2019,OR1529,EM001,PR008,C001,8,184,1472
04/11/2019,OR1530,EM002,PR007,C002,3,68.85,206.55
04/11/2019,OR1531,EM013,PR011,C003,3,82.5,247.5
04/11/2019,OR1532,EM008,PR004,C004,2,58,116
04/11/2019,OR1533,EM011,PR008,C005,1,23,23
04/11/2019,OR1534,EM015,PR001,C006,3,59.85,179.55
04/11/2019,OR1535,EM003,PR007,C007,23,479.55,11029.65
04/11/2019,OR1536,EM006,PR007,C001,1,22.95,22.95
04/11/2019,OR1537,EM004,PR010,C002,2,47,94
04/11/2019,OR1538,EM001,PR008,C003,2,46,92
04/11/2019,OR1539,EM012,PR008,C004,2,48,96
04/11/2019,OR1540,EM002,PR010,C005,2,47,94
04/11/2019,OR1541,EM002,PR003,C006,2,48,96
04/11/2019,OR1542,EM011,PR004,C007,2,56,112
04/11/2019,OR1543,EM002,PR011,C008,3,82.5,247.5
04/11/2019,OR1544,EM002,PR005,C004,2,155.9,311.8
04/11/2019,OR1545,EM001,PR006,C005,2,45.9,91.8
04/11/2019,OR1546,EM007,PR002,C001,2,66,132
04/11/2019,OR1547,EM007,PR002,C001,25,783.75,19593.75
04/11/2019,OR1548,EM011,PR007,C002,2,45.9,91.8
04/11/2019,OR1549,EM007,PR003,C003,3,72,216
04/11/2019,OR1550,EM010,PR009,C004,1,20,20
04/11/2019,OR1551,EM007,PR003,C005,2,48,96
04/11/2019,OR1552,EM015,PR005,C006,1,79.95,79.95
04/11/2019,OR1553,EM007,PR006,C007,1,22.95,22.95
04/11/2019,OR1554,EM013,PR001,C008,2,39.9,79.8
04/11/2019,OR1555,EM008,PR002,C004,3,96,288
04/11/2019,OR1556,EM001,PR007,C005,1,21.95,21.95
04/11/2019,OR1557,EM011,PR008,C001,1,25,25
04/11/2019,OR1558,EM007,PR002,C002,1,33,33
04/11/2019,OR1559,EM001,PR006,C003,2,45.9,91.8
04/11/2019,OR1560,EM001,PR008,C004,3,69,207
04/11/2019,OR1561,EM008,PR007,C005,3,68.85,206.55
04/11/2019,OR1562,EM015,PR004,C006,1,30,30
04/11/2019,OR1563,EM001,PR001,C007,3,59.85,179.55
04/11/2019,OR1564,EM008,PR012,C001,3,54,162
04/11/2019,OR1565,EM008,PR002,C002,2,66,132
04/11/2019,OR1566,EM009,PR008,C003,2,48,96
04/11/2019,OR1567,EM002,PR009,C004,4,80,320
04/11/2019,OR1568,EM006,PR002,C005,2,68,136
04/11/2019,OR1569,EM001,PR011,C006,3,82.5,247.5
04/11/2019,OR1570,EM002,PR008,C007,1,24,24
04/11/2019,OR1571,EM005,PR005,C008,2,159.9,319.8
04/11/2019,OR1572,EM013,PR009,C004,1,20,20
04/11/2019,OR1573,EM011,PR002,C005,19,577.6,10974.4
04/11/2019,OR1574,EM007,PR002,C001,2,66,132
04/11/2019,OR1575,EM014,PR005,C001,1,77.95,77.95
04/11/2019,OR1576,EM008,PR002,C002,3,99,297
04/11/2019,OR1577,EM010,PR003,C003,3,69,207
04/11/2019,OR1578,EM002,PR010,C004,2,47,94
04/11/2019,OR1579,EM004,PR001,C005,2,39.9,79.8
04/11/2019,OR1580,EM012,PR002,C006,1,33,33
04/11/2019,OR1581,EM011,PR007,C007,3,68.85,206.55
05/11/2019,OR1582,EM002,PR007,C008,2,45.9,91.8
05/11/2019,OR1583,EM009,PR008,C004,3,72,216
05/11/2019,OR1584,EM001,PR009,C005,2,42,84
05/11/2019,OR1585,EM011,PR008,C001,17,387.6,6589.2
05/11/2019,OR1586,EM014,PR010,C002,4,94,376
05/11/2019,OR1587,EM001,PR006,C003,3,65.85,197.55
05/11/2019,OR1588,EM012,PR011,C004,3,82.5,247.5
05/11/2019,OR1589,EM008,PR006,C005,1,21.95,21.95
05/11/2019,OR1590,EM010,PR008,C006,2,48,96
05/11/2019,OR1591,EM013,PR007,C007,2,43.9,87.8
05/11/2019,OR1592,EM004,PR002,C001,2,68,136
05/11/2019,OR1593,EM008,PR008,C002,1,24,24
